host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
108,Churchill,2013/10/14,"New York, NY","We have been providing vacation rental apartments for over 10 years across the East Coast. We are known for our distinctively furnished apartments in popular locations, and for our attentive service. You鈥檒l find that our rates are quite reasonable. If you're looking for a safe, comfortable place with fabulous amenities and Wi-Fi (we know you need the Wi-Fi!) in the Boston MA area, Washington DC, Miami FL or very close to NYC in Jersey City or Hoboken, we'd love to host you. Many of the buildings where our apartments are located feature amenities such as beautiful lobbies, 24 hour front desk staff, fitness centers, business centers, recreation rooms, indoor or outdoor pools and whirlpools. If you are traveling with children, some buildings offer playgrounds (many buildings are near public playgrounds as well) or indoor playrooms. Depending on the location, you can stay for just a few days, a week, a month or more. 

We offer an assortment of short-term apartments in sizes ranging from a studio to three bedrooms that are fully furnished with all the comforts of home. Our local staff meticulously prepares your apartment before your arrival, and we offer 24 hour assistance for any emergencies after business hours. When you arrive at your apartment, the beds will be made, towels and bath amenities will be stocked in the bathrooms, and the coffee maker will be set up in the kitchen with some sample coffees, sweetener and creamer (teabags too if that is your preference) to start your morning off properly. If you鈥檇 like to cook a meal, the kitchen is stocked with dishes, cutlery, glassware and pots and pans. The living room is set up with a TV and cable channels, and the Wi-Fi router password and instructions will be prominently displayed so you can get connected quickly. You can also make local and toll-free phone calls at no charge. 

Please contact us to confirm the exact availability of the apartment you are interested in. We鈥檇 love to host you (and your family) for your vacation or business trip. ",within an hour,0.99 ,0.62 ,f,Cambridge,327,383,"['email', 'phone']",t,t
109,Hampton Inn Times,2022/4/5,,,within an hour,1.00 ,1.00 ,f,,2,3,"['email', 'phone']",t,t
110,Angelica,2018/6/22,"New York, NY","Hey, my name is Angelica.
I am happy to meet kind new people, interesting spots and make a great friends.",within an hour,0.87 ,0.98 ,f,Crown Heights,3,6,"['email', 'phone']",t,t
111,Jolene,2019/10/16,"New York, United States",,within an hour,1.00 ,0.95 ,t,Canarsie,1,4,"['email', 'phone']",t,t
112,Will,2014/4/27,"New York, NY","I love to travel all over the world whenever I am off from work. Life is so beautiful when I travel and I want to give a chance to experience a quiet place for you to feel safe and happy during your stay.

It is all about the guests... while I learn something from you.

Best of luck!!!",a few days or more,0.00 ,0.33 ,f,Upper East Side,3,3,"['email', 'phone']",t,t
113,Luke,2021/5/4,,,within an hour,1.00 ,0.99 ,f,,2,2,"['email', 'phone']",t,t
114,Yaron,2020/5/10,"New York, NY",,,0.92 ,1.00 ,f,Bedford-Stuyvesant,1,1,"['email', 'phone']",t,t
115,Alan,2020/12/23,,,within an hour,1.00 ,1.00 ,f,Brownsville,1,1,"['email', 'phone']",t,t
116,The Knickerbocker,2019/5/8,,"Welcome to The Knickerbocker, the first luxury hotel in Times Square. Edging the bright lights of Broadway and the calm of Bryant Park, it is a legendary New York landmark reborn. Enjoy the ultimate New Year's Eve experience atop Times Square at the St. Cloud Rooftop.

Conceived as the premier luxury lifestyle hotel overlooking Times Square between Broadway and Bryant Park, The Knickerbocker鈥檚 330 guestrooms, including 27 Junior Suites and 4 Tribute Suites鈥攖he Caruso, Cohan, Martini and Parrish鈥攐ffer the perfect respite from the high-octane energy of a vibrant city. Nestled within the hotel鈥檚 16-story Beaux-Art fa莽ade, all accommodations boast a sleek and contemporary style, with customized floorplans, soaring 12-foot ceilings, 8-foot doors and 6-foot windows creating an indulgent sense of space. Bespoke furnishings, oak wood finishes, richly textured fabrics and intelligent lighting add to the sublime ambiance, while plush Stearns & Foster庐 Euro-top beds piled high with luxurious SFERRA庐 linens and Ploh庐 feather pillows invite blissful moments of calm and reprieve. Whether traveling for business or pleasure, guests staying in The Knickerbocker鈥檚 New York City suites will find all the comforts of home at their fingertips, from state-of-the-art technologies to exclusive dyptique bath amenities.

Please be advised, Jakes Cafe, in room dining and minibar have been temporarily supended.  Alternatively, it would be our pleasure to direct you our restaurant Charlie Palmer for Full Breakfast Buffet daily from 7a-11am. In addition, our rooftop bar, St. Cloud is available for light bites and cocktails from 4p-11pm Tues-Sat.

Should you have additional questions regarding our current services and amenities, we encourage you to contact us. We look forward to welcoming you.
",within an hour,1.00 ,1.00 ,t,,13,13,"['email', 'phone']",t,f
117,Yinka,2019/12/29,"New York, NY",,within an hour,1.00 ,0.90 ,t,Bedford-Stuyvesant,5,5,"['email', 'phone']",t,t
118,Stanley,2017/3/14,"New York, NY","Reservations Manager, Murray Hill East Suites",within a few hours,0.94 ,0.79 ,f,Murray Hill,83,86,"['email', 'phone', 'work_email']",t,t
119,Brian,2014/1/28,"New York, NY",,,0.32 ,0.95 ,f,Lower East Side,1,3,"['email', 'phone']",t,f
120,Yolanda,2021/3/19,"New York, NY",,within an hour,1.00 ,0.98 ,t,Bedford-Stuyvesant,2,2,"['email', 'phone']",t,f
121,Ronald,2018/8/30,"New York, United States",I鈥檓 the most interesting Man in the World.. I love making music and making sure my team is well taking care of.. I鈥檓 honest and a honorable man.. ,within an hour,1.00 ,0.50 ,f,Bedford-Stuyvesant,2,2,"['email', 'phone']",t,t
122,Tucker,2019/1/4,,,,0.47 ,0.74 ,f,Upper East Side,1,1,"['email', 'phone']",t,t
123,Francesco,2014/7/12,"New York, NY","Hi,

My name is Francesco Campari. I am an Italian Artist and I live in the city. 
I am currently working in Italy (part time) so I often have to go back and forth.

It is sometimes hard to find a place you can call home when you are traveling to a different city. We want to make sure you find that kind of place in our little home.
We put a lot of love and care into it and we are happy to share to with you! I hope you will enjoy your stay.",within a few hours,0.90 ,0.90 ,f,East Harlem,1,4,"['email', 'phone']",t,t
124,Ryan,2018/12/9,"New York, United States",,,0.46 ,0.42 ,f,Bushwick,1,1,"['email', 'phone']",t,t
125,Michael,2016/9/14,,,,0.86 ,0.36 ,f,Bedford-Stuyvesant,1,1,"['email', 'phone']",t,f
126,Eduard,2016/2/7,"New York, NY","Friendly, outgoing, polite :)
",within an hour,1.00 ,1.00 ,f,,7,11,"['email', 'phone']",t,t
127,Sonia,2017/1/21,,,within a day,0.83 ,0.80 ,f,East Flatbush,2,5,"['email', 'phone']",t,f
128,Jfk,2019/2/19,,"I take pride of my property, I keep it clean. I try to satisfy all my guest. You will see me time to time. If you don鈥檛 see me you can contact me at anytime, I will do the best to try and help you. 
 
I expect who ever is on my property to respect what is not there鈥檚 and treat it as if it is. ",within an hour,1.00 ,1.00 ,t,Jamaica,6,8,"['email', 'phone']",t,t
129,Hiroki,2014/8/1,United States,,within a few hours,0.99 ,0.92 ,f,Elmhurst,243,260,['phone'],t,t
130,The Local Stay,2014/11/15,"New York, NY","The Local Stay, founded in 2008 and offers hundreds of short-term and long-term rental properties in Amsterdam, Barcelona, Buenos Aires, London, New York, New-Jersey, Paris, Rome, Tel Aviv and more. Our apartments inventory includes both corporate apartments and privately owned flats, making The Local Stay the perfect option for business travelers, corporate relocation clients and those on sabbatical, as well as foreign students.
The Local Stay makes the process of renting furnished short- and long-term apartments absolutely transparent, so renters and property owners alike can rest easy.
At The Local Stay, our goal is to take the guess work out of it, carefully curating apartments so that travelers experience the true pulse of the city. And, since each property owner is personally vetted by The Local Stay team, travelers can rest assured that their stays will be safe and secure. Better vetting means that travelers get the most exclusive apartments in the most central locations, while greater involvement by The Local Stay means that property owners can list it and leave it as we handle communication with renters
With options for everyone, The Local Stay provides personalized service so that every traveler can stay like a local.",within an hour,1.00 ,0.69 ,f,Upper East Side,59,67,"['email', 'phone']",t,t
131,Chris & Megan,2014/5/5,"New York, NY","We are both artists - Megan is a director & Chris is a wood sculptor living in Brooklyn for the last 4 years. When we're not at the studio we enjoy drinking good coffee, going to live shows, decorating the home and traveling. We love meeting new people and learning about new places and things to do and ALWAYS asking locals what to do.",within an hour,1.00 ,1.00 ,t,Southside,2,4,"['email', 'phone', 'work_email']",t,t
132,Boro Hotel,2017/4/25,,,within an hour,1.00 ,0.97 ,t,Astoria,2,2,"['email', 'phone']",t,f
133,Andrew,2011/9/12,"New York, NY","Kat and I travel regularly and know how the little things make all the difference when it comes to hospitality. We place high value on creating beautiful spaces and have put countless hours of thought and work into the design of our retreats 鈥?it's been a labor of love!

Our work as journalists has taken us all over the world covering social and political issues. We also own sound stages and photography studios in Brooklyn. When we're in town we leave guests to their privacy, but are also available whenever you need us. We go all out to make sure your stay is comfortable and memorable!",within an hour,1.00 ,1.00 ,f,Bushwick,2,4,"['email', 'phone']",t,t
134,Eugene,2012/8/11,"New York, NY","my number: (Phone number hidden by Airbnb) , my email: (Email hidden by Airbnb)",within a day,0.96 ,0.05 ,t,Flatbush,290,435,"['email', 'phone']",t,t
135,Dr. Tania,2019/9/16,"New York, United States","Hi, I鈥檓 Dr. Tania Sheikh. I鈥檓 a physician at a local NYC hospital and I鈥檓 a mother of three kids. My husband is a former high school teacher.",within an hour,1.00 ,0.99 ,f,Ozone Park,2,2,"['email', 'phone']",t,t
136,Tom,2015/8/18,"New York, NY",,,0.58 ,0.75 ,f,Lower East Side,1,2,"['email', 'phone', 'work_email']",t,t
137,Martin,2010/4/7,"New York, NY",Professional and quiet,,0.81 ,0.85 ,f,Clinton Hill,1,1,"['email', 'phone']",t,f
138,Alex,2012/8/24,"New York, NY","Hello, my name is Alex, I am a clean, friendly and responsible person, love to help others, love going to see movies at the cinema, love sports, and that's about it....",within a day,1.00 ,0.34 ,f,Williamsburg,3,3,"['email', 'phone', 'work_email']",t,t
139,Churchill,2013/10/14,"New York, NY","We have been providing vacation rental apartments for over 10 years across the East Coast. We are known for our distinctively furnished apartments in popular locations, and for our attentive service. You鈥檒l find that our rates are quite reasonable. If you're looking for a safe, comfortable place with fabulous amenities and Wi-Fi (we know you need the Wi-Fi!) in the Boston MA area, Washington DC, Miami FL or very close to NYC in Jersey City or Hoboken, we'd love to host you. Many of the buildings where our apartments are located feature amenities such as beautiful lobbies, 24 hour front desk staff, fitness centers, business centers, recreation rooms, indoor or outdoor pools and whirlpools. If you are traveling with children, some buildings offer playgrounds (many buildings are near public playgrounds as well) or indoor playrooms. Depending on the location, you can stay for just a few days, a week, a month or more. 

We offer an assortment of short-term apartments in sizes ranging from a studio to three bedrooms that are fully furnished with all the comforts of home. Our local staff meticulously prepares your apartment before your arrival, and we offer 24 hour assistance for any emergencies after business hours. When you arrive at your apartment, the beds will be made, towels and bath amenities will be stocked in the bathrooms, and the coffee maker will be set up in the kitchen with some sample coffees, sweetener and creamer (teabags too if that is your preference) to start your morning off properly. If you鈥檇 like to cook a meal, the kitchen is stocked with dishes, cutlery, glassware and pots and pans. The living room is set up with a TV and cable channels, and the Wi-Fi router password and instructions will be prominently displayed so you can get connected quickly. You can also make local and toll-free phone calls at no charge. 

Please contact us to confirm the exact availability of the apartment you are interested in. We鈥檇 love to host you (and your family) for your vacation or business trip. ",within an hour,0.99 ,0.62 ,f,Cambridge,327,383,"['email', 'phone']",t,t
140,Jasmin,2013/9/24,"New York, NY",,within an hour,1.00 ,0.98 ,f,Flushing,1,1,"['email', 'phone', 'work_email']",t,t
141,Filip,2012/5/9,"New York, NY","Friendly, fun, and occasionally funny, I grew up in New York, work as a software product designer, and when I don't want to make money, I teach yoga and meditation.

I live in green and clean Battery Park City鈥攁 great escape from main Manhattan鈥攂ut still close to everything by train. 

I eat vegetarian, keep houseplants, and practice meditation at home every day. My passions are also traveling, and connecting with people.

I hope you can come and enjoy my cozy home鈥攖he room has a lot of great vibrations, which I share kindly with you.",,0.70 ,0.93 ,f,Battery Park City,1,3,"['email', 'phone']",t,t
