review_id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
296,2020/1/15,2020/4/13,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
297,2017/2/5,2022/8/22,4.96 ,4.98 ,4.97 ,4.96 ,4.97 ,4.93 ,4.90 
298,2015/10/20,2019/12/30,4.64 ,4.78 ,4.87 ,4.95 ,4.91 ,4.77 ,4.80 
299,2015/9/7,2015/9/7,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
300,2017/9/2,2017/9/2,0.00 ,,,,,,
301,,,,,,,,,
302,2016/8/14,2022/8/15,4.91 ,5.00 ,4.73 ,5.00 ,5.00 ,4.91 ,4.73 
303,2020/1/1,2020/1/26,3.33 ,4.33 ,2.67 ,5.00 ,5.00 ,5.00 ,3.33 
304,,,,,,,,,
305,2020/11/30,2022/7/28,4.50 ,4.67 ,4.67 ,4.67 ,4.33 ,5.00 ,4.33 
306,2018/5/13,2022/8/22,4.93 ,4.91 ,5.00 ,4.96 ,5.00 ,4.76 ,4.98 
307,2016/8/21,2017/8/31,4.70 ,4.64 ,4.83 ,4.76 ,4.67 ,5.00 ,4.55 
308,,,,,,,,,
309,,,,,,,,,
310,2014/6/23,2015/6/19,4.00 ,4.50 ,3.17 ,4.50 ,4.50 ,4.83 ,3.83 
311,2017/1/2,2017/1/2,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
312,2014/5/23,2021/10/2,4.80 ,4.85 ,4.72 ,4.87 ,4.96 ,4.97 ,4.77 
313,2019/4/21,2022/1/31,4.84 ,4.89 ,4.89 ,4.90 ,4.90 ,4.81 ,4.90 
314,2016/3/30,2022/3/1,4.81 ,4.70 ,4.78 ,4.93 ,4.93 ,5.00 ,4.72 
315,,,,,,,,,
316,,,,,,,,,
317,2019/12/2,2022/8/17,5.00 ,5.00 ,5.00 ,4.75 ,5.00 ,4.75 ,4.83 
318,2017/4/16,2020/2/23,4.83 ,4.95 ,4.98 ,4.94 ,4.94 ,4.96 ,4.78 
319,2022/3/1,2022/5/31,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,4.50 ,5.00 
320,2022/3/1,2022/8/22,3.47 ,3.65 ,3.06 ,4.06 ,4.41 ,4.35 ,3.65 
321,,,,,,,,,
322,2021/10/8,2022/8/7,4.42 ,4.50 ,4.73 ,4.63 ,4.56 ,4.86 ,4.36 
323,2021/3/21,2022/8/22,4.96 ,5.00 ,5.00 ,4.92 ,4.96 ,4.75 ,4.96 
324,2016/5/31,2022/9/5,4.75 ,4.82 ,4.70 ,4.88 ,4.81 ,4.75 ,4.66 
325,2016/12/19,2021/12/20,4.96 ,5.00 ,4.96 ,5.00 ,5.00 ,4.89 ,4.89 
326,2019/3/3,2022/7/31,4.73 ,4.83 ,4.58 ,4.90 ,4.73 ,4.95 ,4.58 
327,2021/10/22,2022/9/4,4.87 ,4.96 ,4.96 ,4.91 ,4.91 ,4.78 ,4.83 
328,,,,,,,,,
329,,,,,,,,,
330,,,,,,,,,
331,2018/11/4,2022/8/22,4.87 ,4.93 ,4.96 ,4.91 ,5.00 ,4.47 ,4.76 
332,2022/5/21,2022/9/5,4.85 ,4.92 ,5.00 ,4.77 ,5.00 ,4.62 ,4.77 
333,2022/7/14,2022/8/9,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
334,2017/10/15,2021/6/29,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
335,2019/11/30,2020/1/2,4.00 ,4.50 ,4.00 ,5.00 ,5.00 ,5.00 ,4.00 
336,2022/3/21,2022/8/24,5.00 ,4.88 ,4.88 ,4.88 ,5.00 ,4.63 ,4.88 
337,2015/8/25,2015/9/3,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
338,2014/8/19,2022/9/6,4.91 ,4.93 ,4.89 ,4.97 ,4.94 ,4.87 ,4.91 
339,,,,,,,,,
340,2016/6/7,2019/3/14,4.60 ,4.70 ,4.10 ,4.90 ,4.70 ,5.00 ,4.70 
341,2019/2/13,2022/1/2,4.90 ,4.92 ,4.92 ,4.93 ,4.90 ,4.84 ,4.81 
342,2022/5/28,2022/5/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
343,,,,,,,,,
344,2021/12/5,2022/8/20,4.71 ,4.75 ,4.67 ,4.75 ,4.71 ,4.96 ,4.71 
345,2016/6/29,2016/6/29,0.00 ,,,,,,
346,2019/1/1,2019/12/31,4.74 ,4.63 ,4.37 ,4.72 ,4.79 ,5.00 ,4.56 
347,2017/7/30,2021/9/1,4.87 ,4.88 ,4.87 ,4.94 ,4.88 ,4.71 ,4.87 
348,2019/2/17,2022/1/10,4.92 ,5.00 ,4.85 ,5.00 ,4.92 ,4.46 ,4.85 
349,2021/4/26,2022/9/5,4.41 ,4.28 ,4.44 ,4.63 ,4.44 ,4.81 ,4.34 
350,2016/8/8,2016/8/8,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
351,2020/3/19,2020/3/19,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
352,2017/5/31,2018/7/2,4.93 ,5.00 ,5.00 ,5.00 ,5.00 ,4.77 ,4.92 
353,2018/7/24,2020/3/7,4.79 ,4.79 ,4.79 ,4.86 ,4.57 ,4.57 ,4.50 
354,2018/6/30,2019/6/30,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 
355,,,,,,,,,
356,2014/10/22,2022/7/6,4.77 ,4.74 ,4.58 ,4.87 ,4.84 ,4.90 ,4.58 
357,2018/9/30,2019/7/11,4.83 ,5.00 ,4.83 ,5.00 ,5.00 ,5.00 ,4.67 
358,2016/8/5,2022/2/28,4.95 ,5.00 ,4.89 ,4.95 ,4.89 ,5.00 ,4.84 
359,2022/6/29,2022/9/1,5.00 ,5.00 ,5.00 ,4.67 ,5.00 ,4.67 ,4.33 
360,2019/6/7,2022/9/4,4.85 ,4.88 ,4.91 ,5.00 ,5.00 ,4.94 ,4.79 
361,2016/5/23,2017/3/18,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.80 ,4.80 
362,2020/11/7,2022/6/10,4.79 ,4.92 ,4.71 ,5.00 ,4.83 ,4.67 ,4.71 
363,2020/9/4,2022/8/20,3.92 ,3.92 ,3.25 ,4.58 ,4.50 ,4.25 ,4.17 
364,2019/4/4,2019/11/29,4.47 ,4.58 ,4.79 ,4.79 ,4.79 ,4.79 ,4.74 
365,2021/12/25,2021/12/25,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
366,2021/2/6,2022/9/5,4.98 ,4.96 ,4.98 ,4.99 ,4.97 ,4.99 ,4.89 
367,2017/9/20,2022/9/4,4.79 ,4.80 ,4.78 ,4.94 ,4.99 ,4.81 ,4.83 
368,2021/12/10,2022/6/16,4.78 ,4.78 ,4.11 ,4.89 ,4.78 ,4.78 ,4.33 
369,,,,,,,,,
370,24,92,44811.00 ,148.00 ,26.00 ,3.00 ,41901.00 ,44809.00 ,4.35 
371,2013/8/24,2022/9/3,4.92 ,4.97 ,4.99 ,4.94 ,4.90 ,4.65 ,4.84 
372,,,,,,,,,
373,2021/3/12,2022/9/5,4.56 ,4.74 ,4.48 ,4.96 ,4.67 ,4.42 ,4.51 
374,2017/8/19,2017/12/8,4.92 ,5.00 ,4.67 ,5.00 ,5.00 ,5.00 ,4.92 
375,2018/7/11,2022/7/24,4.78 ,4.92 ,4.85 ,4.94 ,4.95 ,4.87 ,4.77 
376,2019/9/1,2019/9/29,4.67 ,5.00 ,4.83 ,4.33 ,5.00 ,4.67 ,4.67 
377,,,,,,,,,
378,2022/4/13,2022/8/26,5.00 ,4.75 ,4.50 ,4.75 ,5.00 ,4.88 ,5.00 
379,2020/8/9,2020/9/27,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 
380,2019/5/17,2021/6/1,4.82 ,4.82 ,4.73 ,4.82 ,4.91 ,4.91 ,4.91 
381,2020/7/3,2022/8/13,4.91 ,4.81 ,4.63 ,4.84 ,5.00 ,4.50 ,4.88 
382,2018/4/30,2019/1/2,5.00 ,4.93 ,4.77 ,4.83 ,4.97 ,4.90 ,4.80 
383,2018/5/20,2018/12/19,4.90 ,4.70 ,4.80 ,4.80 ,5.00 ,4.60 ,4.80 
384,2010/5/16,2020/1/19,4.97 ,4.97 ,4.80 ,5.00 ,5.00 ,5.00 ,4.91 
385,2021/6/27,2021/8/5,5.00 ,5.00 ,4.83 ,4.83 ,5.00 ,5.00 ,5.00 
386,2019/12/15,2021/11/21,4.00 ,4.33 ,4.33 ,5.00 ,4.33 ,5.00 ,4.00 
387,,,,,,,,,
388,,,,,,,,,
389,2021/9/21,2022/8/8,4.89 ,4.94 ,4.97 ,4.89 ,4.89 ,4.89 ,4.69 
390,2022/4/17,2022/7/10,5.00 ,4.67 ,4.67 ,5.00 ,5.00 ,4.67 ,4.67 
391,2018/4/7,2019/8/14,5.00 ,4.94 ,5.00 ,4.89 ,4.94 ,4.72 ,4.94 
392,2017/8/14,2017/8/14,0.00 ,,,,,,
393,2021/12/5,2022/8/28,4.83 ,4.70 ,4.91 ,4.91 ,4.87 ,4.83 ,4.57 
394,,,,,,,,,
395,2021/10/10,2021/10/24,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
396,,,,,,,,,
397,2020/10/18,2022/8/20,3.86 ,4.29 ,3.86 ,4.62 ,4.43 ,4.24 ,4.05 
398,2016/8/1,2022/5/30,5.00 ,5.00 ,4.85 ,4.95 ,5.00 ,4.95 ,4.89 
399,2022/7/7,2022/8/1,5.00 ,5.00 ,5.00 ,5.00 ,4.50 ,4.50 ,5.00 
400,2019/5/4,2022/7/31,4.75 ,4.67 ,4.50 ,4.83 ,4.83 ,4.92 ,4.58 
401,2021/8/12,2022/8/9,4.88 ,4.88 ,4.75 ,5.00 ,5.00 ,5.00 ,4.88 
402,2021/9/19,2022/4/25,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
403,,,,,,,,,
404,2019/1/3,2019/1/3,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
405,,,,,,,,,
406,2020/8/9,2022/8/7,4.95 ,5.00 ,5.00 ,5.00 ,4.95 ,4.74 ,4.89 
407,2019/12/1,2022/6/25,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 
408,2015/6/6,2021/10/5,4.86 ,5.00 ,5.00 ,5.00 ,4.71 ,4.57 ,4.29 
409,2016/5/4,2020/6/22,4.59 ,4.62 ,4.65 ,4.91 ,4.88 ,4.60 ,4.60 
410,2019/5/14,2019/5/14,0.00 ,,,,,,
411,2016/9/2,2022/5/20,4.95 ,4.97 ,4.95 ,4.97 ,4.98 ,4.72 ,4.82 
412,2018/6/16,2022/9/5,4.74 ,4.83 ,4.68 ,4.92 ,4.90 ,4.92 ,4.72 
413,2011/11/1,2020/1/18,4.88 ,4.89 ,4.71 ,4.99 ,4.94 ,4.99 ,4.81 
414,2018/8/9,2022/6/26,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
415,,,,,,,,,
416,2022/8/1,2022/9/3,4.67 ,5.00 ,4.33 ,4.67 ,5.00 ,4.67 ,4.67 
417,2016/3/17,2016/3/27,4.33 ,5.00 ,4.67 ,4.67 ,5.00 ,5.00 ,4.67 
418,2022/8/2,2022/8/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
419,2021/6/14,2022/9/5,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.76 
420,2019/7/6,2019/11/10,4.75 ,4.75 ,4.75 ,4.50 ,4.75 ,4.50 ,5.00 
421,2021/8/16,2022/5/23,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
422,2022/6/9,2022/6/16,3.50 ,3.00 ,2.50 ,4.50 ,4.50 ,4.00 ,4.00 
423,,,,,,,,,
424,,,,,,,,,
425,,,,,,,,,
426,2018/10/9,2022/8/7,4.86 ,4.86 ,4.62 ,5.00 ,5.00 ,4.43 ,4.71 
427,,,,,,,,,
428,2020/1/27,2022/9/6,4.81 ,4.88 ,4.76 ,4.91 ,4.86 ,4.44 ,4.73 
429,2019/5/18,2022/9/4,4.94 ,4.97 ,4.94 ,4.97 ,4.98 ,4.84 ,4.94 
430,2016/6/12,2016/6/12,5.00 ,0.00 ,0.00 ,0.00 ,5.00 ,5.00 ,5.00 
431,,,,,,,,,
432,,,,,,,,,
433,2012/10/22,2021/6/30,4.78 ,4.76 ,4.82 ,4.82 ,4.73 ,4.94 ,4.63 
434,,,,,,,,,
435,2021/3/30,2022/8/16,4.59 ,4.64 ,4.86 ,4.59 ,4.64 ,4.91 ,4.64 
436,2017/12/24,2020/2/1,4.86 ,4.95 ,4.77 ,4.68 ,4.95 ,4.91 ,4.82 
437,2016/4/24,2018/12/9,4.73 ,4.73 ,4.69 ,5.00 ,5.00 ,4.96 ,4.68 
438,2016/12/17,2022/4/30,5.00 ,5.00 ,5.00 ,4.83 ,5.00 ,4.83 ,4.67 
439,2022/7/4,2022/9/6,4.90 ,4.90 ,5.00 ,4.90 ,4.90 ,4.90 ,4.90 
440,2017/9/16,2022/8/17,4.78 ,4.87 ,4.81 ,4.82 ,4.90 ,4.95 ,4.70 
441,2015/4/23,2022/8/16,4.57 ,4.62 ,4.43 ,4.81 ,4.95 ,4.71 ,4.52 
442,2017/10/7,2022/8/21,4.51 ,4.69 ,4.41 ,4.92 ,4.65 ,4.90 ,4.65 
443,2022/5/22,2022/5/22,5.00 ,5.00 ,5.00 ,4.00 ,4.00 ,5.00 ,5.00 
444,2019/11/23,2021/12/17,3.71 ,4.14 ,3.57 ,4.14 ,4.43 ,4.43 ,4.14 
445,2021/8/4,2021/8/4,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
446,2021/11/17,2022/9/4,4.88 ,4.91 ,4.88 ,4.97 ,4.97 ,4.59 ,4.84 
447,2021/11/25,2022/8/16,4.80 ,4.84 ,4.64 ,4.88 ,4.92 ,4.64 ,4.80 
448,2016/1/12,2016/1/12,0.00 ,,,,,,
449,2020/1/2,2021/4/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
450,2022/3/2,2022/9/5,4.80 ,4.85 ,4.65 ,4.80 ,5.00 ,5.00 ,4.65 
451,2017/3/14,2017/3/14,0.00 ,,,,,,
452,,,,,,,,,
453,,,,,,,,,
454,2015/7/20,2022/9/3,4.80 ,4.89 ,4.89 ,4.95 ,4.95 ,4.77 ,4.76 
455,2018/6/15,2018/6/15,0.00 ,,,,,,
456,2016/12/14,2018/1/6,4.60 ,5.00 ,4.20 ,4.80 ,5.00 ,4.80 ,4.80 
457,2021/11/14,2022/7/10,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
458,2015/9/21,2022/8/30,4.91 ,4.92 ,4.96 ,4.97 ,4.98 ,4.70 ,4.93 
459,2022/6/12,2022/7/25,5.00 ,4.80 ,5.00 ,5.00 ,5.00 ,4.80 ,4.80 
460,2022/8/6,2022/8/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
461,2021/10/31,2022/8/22,4.69 ,4.88 ,4.65 ,4.88 ,4.92 ,4.69 ,4.46 
462,2022/5/12,2022/9/5,4.67 ,4.80 ,4.87 ,4.93 ,4.80 ,4.60 ,4.60 
463,2017/12/18,2022/8/26,4.68 ,4.85 ,4.58 ,4.88 ,5.00 ,4.98 ,4.68 
464,2022/8/23,2022/8/23,5.00 ,4.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 
465,2020/8/21,2022/5/10,5.00 ,4.75 ,4.50 ,5.00 ,5.00 ,4.75 ,4.75 
466,2019/4/25,2022/8/1,4.60 ,4.77 ,4.62 ,4.76 ,4.75 ,4.74 ,4.60 
467,2019/6/22,2020/1/4,4.90 ,5.00 ,4.90 ,5.00 ,5.00 ,5.00 ,4.90 
468,2022/6/1,2022/8/16,5.00 ,4.85 ,5.00 ,5.00 ,5.00 ,4.69 ,4.92 
469,2019/5/5,2021/1/3,4.86 ,4.86 ,4.43 ,4.86 ,5.00 ,5.00 ,4.71 
470,2021/6/20,2022/8/7,5.00 ,5.00 ,4.93 ,4.93 ,5.00 ,4.93 ,4.93 
471,2015/8/7,2015/8/7,4.00 ,4.00 ,4.00 ,5.00 ,5.00 ,5.00 ,4.00 
472,2016/10/31,2021/2/11,4.47 ,4.65 ,4.06 ,4.84 ,4.92 ,4.63 ,4.59 
473,,,,,,,,,
474,2022/8/6,2022/9/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
475,2022/8/20,2022/9/5,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.67 
476,2018/7/22,2022/7/5,4.78 ,4.84 ,4.80 ,4.91 ,4.98 ,4.60 ,4.80 
477,2019/12/5,2021/1/24,4.63 ,4.73 ,4.56 ,4.79 ,4.82 ,4.69 ,4.58 
478,2017/4/30,2020/1/12,4.89 ,5.00 ,4.89 ,5.00 ,5.00 ,4.63 ,5.00 
479,2022/8/12,2022/8/12,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
480,2010/12/21,2022/9/5,4.91 ,4.80 ,5.00 ,5.00 ,5.00 ,4.90 ,4.80 
481,2016/10/31,2021/12/20,4.57 ,4.64 ,4.43 ,4.64 ,4.64 ,4.71 ,4.43 
482,2015/7/23,2022/8/3,4.86 ,4.93 ,4.68 ,4.96 ,5.00 ,4.93 ,4.79 
483,2022/6/4,2022/8/25,4.86 ,4.71 ,5.00 ,4.86 ,4.71 ,5.00 ,4.71 
484,2021/8/3,2022/6/23,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
485,2021/12/31,2021/12/31,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 
486,2021/12/12,2022/6/19,3.50 ,4.25 ,4.25 ,4.50 ,4.00 ,5.00 ,3.75 
487,2019/10/30,2022/6/1,4.79 ,4.89 ,4.94 ,4.95 ,4.89 ,4.95 ,4.63 
488,2018/3/19,2018/3/19,3.00 ,3.00 ,3.00 ,4.00 ,5.00 ,5.00 ,4.00 
489,2022/7/20,2022/9/5,4.83 ,4.83 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 
490,,,,,,,,,
491,2020/7/18,2020/9/22,4.00 ,4.30 ,4.30 ,4.50 ,4.10 ,4.60 ,4.30 
492,2019/9/2,2022/8/13,4.19 ,4.21 ,4.45 ,4.19 ,4.21 ,4.55 ,4.20 
493,2022/8/20,2022/8/30,4.71 ,5.00 ,4.86 ,4.86 ,4.86 ,5.00 ,4.86 
494,2018/5/17,2022/8/25,5.00 ,5.00 ,4.97 ,5.00 ,5.00 ,4.83 ,4.90 
495,2022/1/2,2022/1/2,4.00 ,3.50 ,4.50 ,3.50 ,3.00 ,5.00 ,3.00 
496,2019/11/16,2022/6/30,5.00 ,5.00 ,5.00 ,5.00 ,4.93 ,4.86 ,5.00 
497,,,,,,,,,
498,2022/6/27,2022/8/19,4.92 ,5.00 ,4.83 ,5.00 ,5.00 ,4.58 ,4.83 
499,2015/12/9,2016/1/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
500,,,,,,,,,
501,,,,,,,,,
502,2019/7/30,2019/12/16,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
503,2019/10/14,2022/8/26,4.97 ,4.97 ,4.97 ,4.97 ,5.00 ,4.94 ,4.85 
504,2016/10/30,2022/9/3,4.70 ,4.75 ,4.63 ,4.88 ,4.94 ,4.83 ,4.77 
505,2019/5/22,2022/8/18,4.83 ,4.85 ,4.81 ,4.69 ,4.81 ,4.86 ,4.75 
506,2020/10/11,2021/10/31,4.43 ,4.43 ,4.71 ,5.00 ,4.29 ,4.71 ,3.71 
507,,,,,,,,,
508,2022/7/14,2022/8/22,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
509,2016/5/11,2016/9/6,4.78 ,5.00 ,5.00 ,4.88 ,5.00 ,4.67 ,4.89 
510,2016/4/1,2018/6/29,4.83 ,4.88 ,4.61 ,4.93 ,4.85 ,4.56 ,4.68 
511,,,,,,,,,
512,2019/6/21,2020/7/12,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.89 ,4.89 
513,2017/9/21,2022/5/15,4.63 ,4.94 ,4.44 ,4.88 ,5.00 ,4.56 ,4.69 
514,,,,,,,,,
515,2022/7/5,2022/8/22,4.25 ,4.25 ,3.00 ,4.50 ,5.00 ,5.00 ,4.25 
516,2019/8/9,2020/1/2,5.00 ,4.67 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
517,,,,,,,,,
518,,,,,,,,,
519,2021/6/1,2022/6/30,5.00 ,5.00 ,5.00 ,4.67 ,5.00 ,4.67 ,5.00 
520,2021/2/28,2021/2/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
521,2019/10/9,2019/10/9,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
522,,,,,,,,,
523,2019/1/6,2019/12/29,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
524,,,,,,,,,
525,,,,,,,,,
526,2018/7/13,2021/12/30,5.00 ,4.86 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
527,,,,,,,,,
528,2016/9/3,2022/6/12,4.82 ,4.88 ,4.70 ,4.93 ,4.97 ,4.75 ,4.79 
529,2022/8/2,2022/9/4,4.30 ,4.40 ,4.50 ,4.50 ,4.60 ,4.50 ,4.70 
530,2015/11/28,2016/1/3,4.00 ,5.00 ,4.50 ,5.00 ,4.50 ,4.00 ,4.00 
531,2022/1/4,2022/8/21,5.00 ,4.80 ,5.00 ,5.00 ,5.00 ,4.80 ,5.00 
532,2022/3/20,2022/8/22,4.81 ,4.88 ,4.50 ,4.85 ,4.96 ,4.62 ,4.77 
533,2012/8/27,2015/8/7,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
534,,,,,,,,,
535,2018/1/20,2022/9/1,4.38 ,4.46 ,4.26 ,4.59 ,4.56 ,4.84 ,4.49 
536,,,,,,,,,
537,,,,,,,,,
538,2011/7/7,2018/6/11,4.81 ,4.78 ,4.44 ,4.94 ,5.00 ,4.67 ,4.83 
539,2022/9/1,2022/9/5,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 
540,,,,,,,,,
541,2021/10/2,2022/4/1,4.50 ,4.50 ,4.00 ,5.00 ,5.00 ,5.00 ,4.50 
542,2021/8/26,2022/3/5,4.80 ,4.89 ,4.80 ,4.91 ,4.96 ,4.71 ,4.80 
543,2016/7/12,2021/8/31,4.83 ,4.92 ,4.90 ,4.91 ,4.93 ,4.93 ,4.83 
544,2020/9/13,2020/9/13,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
545,2018/8/27,2020/2/21,4.89 ,4.97 ,4.89 ,4.97 ,4.97 ,5.00 ,4.86 
546,2017/3/14,2022/8/15,4.87 ,4.88 ,4.66 ,4.99 ,4.99 ,4.87 ,4.84 
547,2021/10/11,2022/5/15,4.94 ,4.88 ,5.00 ,5.00 ,5.00 ,4.94 ,4.94 
548,2018/5/12,2022/8/29,4.83 ,4.88 ,4.91 ,4.77 ,4.74 ,4.84 ,4.88 
549,,,,,,,,,
550,2021/9/18,2022/9/6,5.00 ,4.99 ,4.96 ,4.99 ,4.97 ,4.87 ,4.86 
551,2016/6/6,2016/6/13,4.50 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,4.50 
552,2021/11/30,2022/6/29,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
553,2021/10/26,2022/4/30,4.67 ,5.00 ,4.67 ,5.00 ,5.00 ,5.00 ,4.67 
554,,,,,,,,,
555,2016/10/4,2022/8/24,4.80 ,4.86 ,4.76 ,4.91 ,4.84 ,4.75 ,4.71 
556,2020/3/30,2022/6/22,5.00 ,5.00 ,4.67 ,5.00 ,5.00 ,5.00 ,4.67 
557,2020/3/3,2022/2/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
558,,,,,,,,,
559,2021/8/13,2022/8/26,4.90 ,4.98 ,4.92 ,4.80 ,4.90 ,4.88 ,4.80 
560,2016/11/27,2022/5/24,4.89 ,4.78 ,4.61 ,4.94 ,5.00 ,4.83 ,4.72 
561,2017/1/17,2018/9/1,4.71 ,4.71 ,4.18 ,4.65 ,4.76 ,4.71 ,4.41 
562,2016/1/25,2016/2/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
563,2019/11/17,2021/6/27,4.50 ,4.50 ,4.75 ,4.50 ,4.50 ,4.50 ,4.50 
564,2020/8/12,2020/8/30,3.00 ,2.50 ,3.00 ,3.00 ,3.00 ,2.50 ,2.50 
565,2019/10/5,2020/4/9,3.75 ,5.00 ,4.50 ,4.25 ,3.50 ,5.00 ,4.00 
566,2021/5/7,2022/8/16,4.89 ,4.92 ,4.63 ,4.92 ,4.95 ,4.79 ,4.87 
567,2016/12/8,2022/8/29,4.90 ,4.93 ,4.98 ,4.97 ,4.97 ,4.74 ,4.80 
568,,,,,,,,,
569,2017/10/16,2017/10/16,5.00 ,4.00 ,5.00 ,5.00 ,4.00 ,5.00 ,5.00 
570,2020/1/1,2020/3/3,4.67 ,4.33 ,4.33 ,4.33 ,5.00 ,4.67 ,4.67 
571,2014/7/20,2017/7/24,4.71 ,4.94 ,4.81 ,4.88 ,4.88 ,4.88 ,4.56 
572,,,,,,,,,
573,2022/6/12,2022/6/20,4.00 ,3.50 ,4.00 ,5.00 ,5.00 ,3.50 ,3.00 
574,,,,,,,,,
575,2021/12/27,2022/9/6,4.94 ,4.94 ,5.00 ,4.88 ,5.00 ,5.00 ,4.88 
576,2022/5/20,2022/8/12,4.50 ,4.00 ,4.00 ,5.00 ,3.50 ,5.00 ,5.00 
577,,,,,,,,,
578,2021/5/30,2022/1/30,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
579,2017/3/17,2022/4/13,4.97 ,4.94 ,4.63 ,4.97 ,5.00 ,4.97 ,4.79 
580,2016/9/7,2017/12/30,4.57 ,5.00 ,4.14 ,4.57 ,4.86 ,5.00 ,5.00 
581,2022/8/14,2022/8/14,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
582,2016/3/17,2019/5/31,4.45 ,4.55 ,3.91 ,5.00 ,5.00 ,4.82 ,4.64 
583,2017/10/9,2022/8/22,5.00 ,5.00 ,5.00 ,5.00 ,4.96 ,5.00 ,5.00 
584,2021/1/24,2022/8/24,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
585,2022/1/21,2022/4/9,2.50 ,4.00 ,3.50 ,4.00 ,3.00 ,2.50 ,3.00 
586,2019/4/7,2019/10/23,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.80 
587,2016/1/2,2016/7/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
588,2012/6/26,2022/9/5,4.88 ,4.92 ,4.94 ,4.96 ,4.94 ,4.91 ,4.80 
589,2021/12/8,2022/5/18,4.56 ,4.78 ,4.78 ,4.89 ,4.67 ,4.44 ,4.78 
