id,name,neighbourhood,building,street,zipcode,phone
324,F.OTTOMANELLI BURGERS & BELGIUM FRIES,QUEENS,6015,WOODSIDE AVENUE,11377,7184467489
325,NEIL'S COFEE SHOP,MANHATTAN,961,LEXINGTON AVENUE,10021,2126287474
326,MANGO MANGO,QUEENS,13335,ROOSEVELT AVE,11354,7185019503
327,V-NAM CAFE,MANHATTAN,18-20,1 AVENUE,10009,2127806020
328,ATLANTIC THEATER (van Beuren Kass Bar),MANHATTAN,336,W 20TH ST,10011,2125825472
329,RAVAGH PERSIAN GRILL,MANHATTAN,1135,1ST AVE,10026,2128617900
330,K & V BAKERY,BROOKLYN,1405,AVENUE U,11229,7186270986
331,MILL BASIN BAGEL CAFE,BROOKLYN,6319,AVENUE N,11234,7185313630
332,HART'S,BROOKLYN,506,FRANKLIN AVE,11238,8478480502
333,LA DOLCE ITALIA BAKERY,QUEENS,10405,METROPOLITAN AVENUE,11375,7182685297
334,LA TORRE RESTAURANT & BAR,BRONX,610,E 183RD ST,10458,6463632798
335,CAFFE BENE,MANHATTAN,596,3RD AVE,10016,6468959397
336,FRANK'S BAY PIZZA,STATEN ISLAND,200,CANAL STREET,10304,7187201900
337,DUNKIN' DONUTS,MANHATTAN,1248,LEXINGTON AVENUE,10028,9179024851
338,SUBWAY,QUEENS,22034,HILLSIDE AVE,11427,7184655556
339,MARIO'S PIZZERIA,QUEENS,6739,MYRTLE AVE,11385,7188211428
340,CHINA KING FOOD,QUEENS,8902,165 STREET,11432,3473229599
341,AVENITA DINER,QUEENS,8323,PARSONS BOULEVARD,11432,7182978540
342,5 ESTRELLA BAKERY,MANHATTAN,3861,BROADWAY,10032,2127955000
343,BASURERO,QUEENS,3217,STEINWAY STREET,11103,7185457077
344,BURGOS RESTAURANT,MANHATTAN,206,DYCKMAN STREET,10040,2125693939
345,LA ANTIOQUENA BAKERY # 1,QUEENS,9051,CORONA AVENUE,11373,7187603333
346,KAVA CAFE,MANHATTAN,470,WEST   42 STREET,10036,9172071110
347,ELI'S ESSENTIALS,MANHATTAN,1291,LEXINGTON AVE,10028,2123484940
348,DUNKIN' DONUTS,MANHATTAN,42,W 39TH ST,10018,6465908351
349,BAKE RIDGE BAGEL,BROOKLYN,94179419,3 AVENUE,11209,7186806353
350,BAY RIDGE DINER,BROOKLYN,8017,5 AVENUE,11209,7189210266
351,BRAVO'S RESTAURANT &  CAFE,QUEENS,377,SENECA AVENUE,11385,7188210492
352,TASTE TACO HOUSE,MANHATTAN,178,CHURCH ST,10013,2123350290
353,THE CITY BAKERY,MANHATTAN,3,WEST   18 STREET,10011,2123661414
354,KABIR'S BAKERY,QUEENS,7404,37 AVENUE,11372,7183962342
355,OLD MILL YACHT CLUB,QUEENS,16315,CROSSBAY BLVD,11414,7188350454
356,SILVER MOON DINER,QUEENS,23520,HILLSIDE AVENUE,11427,7184655550
357,CITY COFFEE,QUEENS,7717,37 AVENUE,11372,7186398169
358,NO. 142 BAR,MANHATTAN,142,SULLIVAN ST,10012,2124772404
359,PARRILLADAS SUNRISE MEXICAN RESTAURANT BAR,QUEENS,8311,NORTHERN BLVD,11372,9173964825
360,CLOISTER CAFE,MANHATTAN,238,EAST    9 STREET,10003,2127779128
361,STAND 435,QUEENS,126,ROOSEVELT AVENUE,11368,7185958100
362,OTTOMANELLI N.Y. GRILL,MANHATTAN,1424,LEXINGTON AVENUE,10128,2124266886
363,FISHERMAN'S COVE,BROOKLYN,1122,EASTERN PARKWAY,11213,3475336689
364,GINA'S ITALIAN BAKERY & PASTRY SHOP,BRONX,766,LYDIG AVENUE,10462,7187924037
365,IL MULINO PRIME,MANHATTAN,331,W BROADWAY,10013,2122260020
366,FORTUNE HAWAII,STATEN ISLAND,900,HYLAN BLVD,10305,7189818383
367,EAST BUFFET & RESTAURANT,QUEENS,4207,MAIN STREET,11355,7183536333
368,NAPOLI PIZZA,QUEENS,16402,69 AVENUE,11365,7183801172
369,PRET A MANGER,MANHATTAN,425,LEXINGTON AVENUE,10017,2122923913
370,THE LOWERY BAR & KITCHEN,QUEENS,4302,43RD AVE,11104,9292080054
371,PUB,MANHATTAN,4,PENN PLZ,10121,2124656273
372,EL SONADOR CAFE RESTAURANT,QUEENS,9314,CORONA AVENUE,11373,7185920539
373,OLD TBILISI,MANHATTAN,174,BLEECKER ST,10012,2124706064
374,CONTRA,MANHATTAN,138,ORCHARD ST,10002,2124664633
375,JUNGLE CAFE,BROOKLYN,996,MANHATTAN AVE,11222,3479874981
376,BROOKLYN SOCIAL,BROOKLYN,335,SMITH STREET,11231,7188587758
377,DAMORE WINEBAR & RISTORANTE,MANHATTAN,118,E 116TH ST,10029,3476534878
378,KASUMI,BROOKLYN,1870,86TH STREET,11214,7189756999
379,CROWN FRIED CHICKEN,BROOKLYN,10309,GLENWOOD RD,11236,7184844897
380,FORREST POINT,BROOKLYN,970,FLUSHING AVE,11206,7183662742
381,DON COGUI,BRONX,565,CITY ISLAND AVE,10464,3479134006
382,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,26,MURRAY STREET,10007,2129874444
383,LIPS RESTAURANT,MANHATTAN,227,EAST   56 STREET,10022,2126757710
384,PIER SIDE CAFE,MANHATTAN,0,PIER 78 WEST 38 STREET,10018,9173855324
385,CHIPOTLE MEXICAN GRILL,MANHATTAN,234,5TH AVE,10001,2125320372
386,NICK'S BISTRO,QUEENS,10420,METROPOLITAN AVENUE,11375,7185446425
387,OLD TBILISI,MANHATTAN,174,BLEECKER ST,10012,2124706064
388,AD HOC COLLECTIVE,MANHATTAN,13,CHRISTOPHER ST,10014,5622603333
389,DUNKIN' DONUTS,QUEENS,4513,QUEENS BOULEVARD,11104,7184827282
390,TRENTA-TRE PIZZERIA,MANHATTAN,171,MADISON AVE,10016,2126855300
391,RW PRIME,QUEENS,11000,ROCKAWAY BOULEVARD,11420,7182153336
392,PIER 79/NY WATERWAY SEATTLE CAFE,MANHATTAN,79,W 38TH ST,10018,9173855324
393,CHATIME,MANHATTAN,858,LEXINGTON AVENUE,10065,2129888878
394,BAGEL EXPRESS III,MANHATTAN,340,3 AVENUE,10010,2122134700
395,CHIPOTLE MEXICAN GRILL,MANHATTAN,9,WEST   42 STREET,10036,2123546760
396,FOOD FAIR DELI & PIZZA,MANHATTAN,433,W 34TH ST,10001,2125632188
397,NAKED CRAB,QUEENS,3916,COLLEGE POINT BLVD,11354,7188868777
398,TU CASA RESTAURANT AND CATERING,QUEENS,11635,METROPOLITAN AVE,11418,7188138329
399,TIRAMISU RESTAURANT,MANHATTAN,1410,3 AVENUE,10028,2129889780
400,GYRO CAFE,BROOKLYN,188,PARKSIDE AVE,11226,3479555550
401,SCOOPS,BROOKLYN,624,FLATBUSH AVENUE,11225,7182825904
402,NEW MING HING KITCHEN,BROOKLYN,380,AVENUE P,11204,7186453131
403,SUSHI FUSSION,QUEENS,10543,64TH RD,11375,7189978744
404,NEW CHUN FENG CHINESE FOOD,QUEENS,12518,LIBERTY AVE,11419,7188431322
405,MAGIC SOUL FOOD,QUEENS,261,BEACH 20TH ST,11691,7183272154
406,INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH THE STINGER,MANHATTAN,306,WEST   44 STREET,10036,2128034563
407,STONE PARK CAFE,BROOKLYN,324,5 AVENUE,11215,7183690082
408,SAMUEL ADAMS,QUEENS,0,LAGUARD AIRPORT,11371,7183356473
409,BAGELS PLUS,QUEENS,5722,WOODSIDE AVENUE,11377,7186397784
410,JUSTINE RESTAURANT,BRONX,28,EAST 167 STREET,10452,7185382100
411,WHITE CASTLE,BRONX,2701,BOSTON POST ROAD,10467,7182314978
412,URIS CAFE (COLUMBIA UNIVERSITY),MANHATTAN,3022,BROADWAY,10027,2128549573
413,KUU,MANHATTAN,20,JOHN ST,10038,2125717177
414,BRIGADEIRO BAKERY,MANHATTAN,156,SULLIVAN ST,10012,9177405772
415,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420,7188353030
416,FRESH MEADOW'S PIZZA & RESTAURANT,QUEENS,19509,69 AVENUE,11365,7182172700
417,GAW GAI,QUEENS,2306,JACKSON AVE,11101,9173193033
418,HOMEMADE TAQUERIA,QUEENS,7103,GRAND AVE,11378,7187790771
419,MEXZZARELLA PIZZA,BRONX,553,SOUNDVIEW AVE,10473,3477266330
420,ANTIQUE CAFE,MANHATTAN,150,E 58TH ST,10155,6464227765
421,KAIETEUR RESTAURANT,QUEENS,8712,LEFFERTS BOULEVARD,11418,7188500787
422,TBAARS,BROOKLYN,5314,8TH AVE,11220,3473503522
423,ZUTTO,MANHATTAN,77,HUDSON STREET,10013,2122333287
424,SCANDALS,QUEENS,2403,QUEENS PLAZA NORTH,11101,7187845600
425,STROKOS,MANHATTAN,1121,ST NICHOLAS AVENUE,10032,2129271171
426,BARAWINE,MANHATTAN,27,W 120TH ST,10027,6467564154
427,Q CAFE (QUEENS COLLEGE),QUEENS,6330,KISSENA BOULEVARD,11367,7185700334
428,JAVA RESTAURANT,BROOKLYN,455,7TH AVENUE,11215,7188324583
429,TIAN FA,BROOKLYN,4023,GLENWOOD RD,11210,7188591726
430,PAQUITOS,MANHATTAN,143,1 AVENUE,10003,2126742071
431,PROFESSOR THOM'S,MANHATTAN,219,2 AVENUE,10003,2122609480
432,DOMINO'S,BROOKLYN,835,CLARKSON AVENUE,11203,7187737445
433,ERICA'S SPANISH CUISINE,QUEENS,9040,160TH ST,11432,7186581700
434,ROUND TWO KARAOKE,QUEENS,3611,164 STREET,11358,3473684488
435,LI'S GOLDEN CITY RESTAURANT,BRONX,2324,ARTHUR AVENUE,10458,7185625885
436,SERVICE BAR 6,QUEENS,11000,ROCKAWAY BOULEVARD,11420,7182152828
437,BAI LI CHINESE RESTAURANT,BROOKLYN,2728,CHURCH AVENUE,11226,7182875599
438,LEGEND COOKHOUSE,QUEENS,13511,ROCKAWAY BOULEVARD,11420,7188484444
439,STARBUCKS/SALAD BAR & DESSERT/JUICE BAR,QUEENS,1111,131 STREET,11356,7189396300
440,Habits Nurturing Youthfulness,QUEENS,10916,FARMERS BLVD,11412,7184833467
441,THIRD AVENUE ALE HOUSE,MANHATTAN,1644,3 AVENUE,10128,6465599131
442,SECRETS GENTLEMAN'S CLUB,QUEENS,4914,QUEENS BOULEVARD,11377,6463533242
443,GYU-KAKU,MANHATTAN,321,WEST   44 STREET,10036,6466929115
444,502 BAR RESTAURANT,QUEENS,17013,JAMAICA AVE,11432,7182061818
445,BLACK TAP,MANHATTAN,248,W 14TH ST,10011,2126757236
446,AMIGOS RESTAURANT,BRONX,674,E 180TH ST,10457,3473921833
447,ZHIQING ACTIVITY CENTER,QUEENS,13525,NORTHERN BLVD,11354,3475397888
448,CAFE AU LEE,BROOKLYN,193,LEE AVE,11211,7183842379
449,BURGER KING,QUEENS,3707,82 STREET,11372,7185077366
450,BOHEMIAN NEW YORK,MANHATTAN,57,GREAT JONES ST,10012,2123881070
451,19 CAFE,BROOKLYN,84,MANHATTAN AVE,11206,7183878777
452,CARVEL ICE CREAM,BRONX,1006,EAST  233 STREET,10466,7186526827
453,LINKS CLUB,MANHATTAN,36,EAST   62 STREET,10065,2128388181
454,BROOKLYN STOOPS,BROOKLYN,748,MYRTLE AVENUE,11205,3473782505
455,PERLA CAFE,MANHATTAN,234,W 4TH ST,10014,2123210298
456,YAMATO,BROOKLYN,168,7 AVENUE,11215,7188400099
457,A ASO SUSHI,MANHATTAN,1103,1 AVENUE,10065,2128888276
458,TACO BELL,BROOKLYN,8625,4TH AVE,11209,7188360812
459,LAS MARGARITAS RESTAURANT,BROOKLYN,7206,3RD AVE,11209,7182383972
460,GILDA'S RESTAURANT,QUEENS,9115,31 AVENUE,11369,7185655778
461,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,17915,HILLSIDE AVENUE,11432,7186581279
462,BY THE WAY BAKERY,MANHATTAN,2442,BROADWAY,10024,2128770806
463,MASAWA,MANHATTAN,1239,AMSTERDAM AVENUE,10027,2126630505
464,PACKARD  CAFE,QUEENS,4134,CRESCENT STREET,11101,7183922323
465,CHICKEN EXPRESS,BROOKLYN,582,BROADWAY,11206,7184863534
466,LA MAISON DU CROQUE MONSIEUR,MANHATTAN,17,EAST   13 STREET,10003,2126752227
467,LA POLLERA DE MARIO,QUEENS,4120,GREENPOINT AVE,11104,7187298586
468,MYMOON,BROOKLYN,184,N   10 ST,11211,7185997007
469,THE UNIVERSITY CLUB,MANHATTAN,1,WEST   54 STREET,10019,2125723420
470,THE GANDER BAR ROOM AND RESTAURANT,MANHATTAN,15,W 18TH ST,10011,2122299500
471,BE JUICE,MANHATTAN,93,3RD AVE,10003,2124886586
472,PEPE ROSSO TO GO,MANHATTAN,149,SULLIVAN STREET,10012,2126774555
473,NUEVO TACOS AL SUADERO,QUEENS,9406,ROOSEVELT AVE,11372,7184290555
474,PANDA HOUSE,QUEENS,22428,BRADDOCK AVE,11428,7184688258
475,AUDREY'S CONCERTO,BROOKLYN,2379,86 STREET,11214,7182662829
476,LITTLE ITALY PIZZA,MANHATTAN,214,W 92ND ST,10025,2125947817
477,BOCCA DI BACCO,MANHATTAN,635,NINTH AVENUE,10036,2122622525
478,NOMAD,MANHATTAN,78,2 AVENUE,10003,2122535410
479,THE LIBRARY,MANHATTAN,7,AVENUE A,10009,2123751352
480,ROCKWOOD MUSIC HALL,MANHATTAN,184198,ALLEN STREET,10002,2124774155
481,BIG DADDY'S,MANHATTAN,2454,BROADWAY,10024,2126772004
482,KENNEDY FRIED CHICKEN,BROOKLYN,4102,AVENUE D,11203,7182870745
483,MOE'S SOUTHWEST GRILL,MANHATTAN,1029A,AVENUE OF THE AMERICAS,10018,2125757711
484,AKI KING,MANHATTAN,219,E 23RD ST,10010,2127253399
485,CASELLULA CHEESE & WINE CAFE,MANHATTAN,401,WEST   52 STREET,10019,2122478137
486,HUDSON CLEARWATER,MANHATTAN,447,HUDSON STREET,10014,2129893255
487,TACO BELL,QUEENS,5729,MYRTLE AVE,11385,7184177308
488,,MANHATTAN,139,READE ST,10013,9176867747
489,CANALETTO RISTORANTE,MANHATTAN,208,EAST   60 STREET,10022,2123179192
490,BURGER KING,BROOKLYN,1727,BEDFORD AVENUE,11225,3472721804
491,POKEWORKS,MANHATTAN,63,W 37TH ST,10018,2125758881
492,NOBU FIFTY SEVEN,MANHATTAN,40,WEST   57 STREET,10019,2127578559
493,FOUR SEASON PALACE,QUEENS,13414,GUY R BREWER BLVD,11434,7185255555
494,BENNY'S KOSHER PIZZA,QUEENS,18130,UNION TURNPIKE,11366,7189691928
495,CROWN FRIED CHICKEN,BROOKLYN,1181,SUTTER AVENUE,11208,7188416570
496,NEW MAGIC CHEF,QUEENS,45-37C,BELL BOULEVARD,11361,7182810155
497,DELICIOUS JUICE BAR,BRONX,832,WESTCHESTER AVENUE,10455,3477587756
498,DAYS INN/THE ZONE BAR & RESTAURANT,QUEENS,137-08,REDDING STREET,11417,7188456666
499,CAPIZZI,MANHATTAN,547,9 AVENUE,10018,2126956900
500,THE KETTLE BLACK,BROOKLYN,8622,3 AVENUE,11209,7186807862
501,YEAH SHANGHAI DELUXE,MANHATTAN,50,MOTT STREET,10013,2125664884
502,STARBUCKS,MANHATTAN,1128,3 AVENUE,10065,2124726535
503,HUDSON FOOD COURT,MANHATTAN,333,HUDSON STREET,10013,2123672192
504,PRIMO 135,MANHATTAN,135,7TH AVE S,10014,2126206196
505,DOMINO'S,MANHATTAN,4797,BROADWAY,10034,2125678600
506,HOAGIE'S HEROS,MANHATTAN,1650,3RD AVE,10128,2124279840
507,BURGER KING,STATEN ISLAND,2655,RICHMOND AVENUE,10314,7184772360
508,FAROS RESTAURANT,BROOKLYN,84,7 AVENUE,11217,7183697047
509,TAI THAI THAILAND,MANHATTAN,78,EAST 1 STREET,10009,2127772552
510,THWAITES PLACE PELHAM PIZZA,BRONX,694,THWAITES PL,10467,3473267097
511,AMBASSADOR DINING ROOM  AT SARATOGA FAMILY INN,QUEENS,17515,ROCKAWAY BOULEVARD,11434,7182441375
512,THE SIMONE,MANHATTAN,151,EAST 82 STREET,10028,2127728861
513,ICHIRAN NY,BROOKLYN,374/376,JOHNSON AVE,11206,7183810491
514,K'OOK,MANHATTAN,324,E 6TH ST,10003,2122540300
515,DA HUA RESTAURANT,QUEENS,3626,UNION STREET,11354,3477324419
516,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420,7188353030
517,PATA CAFE,QUEENS,5614,VAN HORN ST,11373,9172159308
518,CASA VIEJA RESTAURANT,BROOKLYN,6007,5 AVENUE,11220,7184393502
519,JUAN BAR,QUEENS,9615D,ROOSEVELT AVE,11368,7184240999
520,MUGI BAKERY,QUEENS,4365,KISSENA BOULEVARD,11355,7188868328
521,SALVI RESTAURANT,BROOKLYN,4220,QUENTIN ROAD,11234,7182523030
522,SHI,QUEENS,4720,CENTER BOULEVARD,11109,3472422448
523,TAQUERIA COATZINGO,QUEENS,7605,ROOSEVELT AVENUE,11372,7184241977
524,SAN MARCO PIZZERIA,BROOKLYN,577,LORIMER STREET,11211,7183874861
525,SPRING BAKERY,BROOKLYN,1412,AVENUE U,11229,7189982028
526,BUSHWICK GRIND COFFEE HOUSE,BROOKLYN,63,WHIPPLE ST,11206,9293376007
527,PAX,MANHATTAN,80,WEST   40 STREET,10018,2122210301
528,DOMINO'S,BROOKLYN,2196,PITKIN AVENUE,11207,7184954441
529,KING'S PIZZA,MANHATTAN,110,WEST  145 STREET,10039,2122830182
530,BARZINHO,MANHATTAN,48,HESTER STREET,10002,9176356911
531,PABLO'S RESTAURANT,BROOKLYN,43,NEWKIRK PLAZA,11226,7184217603
532,CHIPOTLE MEXICAN GRILL,BROOKLYN,140,COURT STREET,11201,7188521852
533,IL CORSO RISTORANTE ITALIANO,MANHATTAN,54,WEST   55 STREET,10019,2129571500
534,SPORTS CENTER CAFE,MANHATTAN,0,CHELSEA PIERS,10011,2123366027
535,D'BLASS RESTAURANT,BRONX,1346,EDWARD L GRANT HIGHWAY,10452,7185373040
536,LITE BITES CAFE AND GRILL,QUEENS,3191,STEINWAY STREET,11103,7187281133
537,GREENWOOD PARK,BROOKLYN,555,7 AVENUE,11215,7184997999
538,TARTINERY,MANHATTAN,209,MULBERRY STREET,10012,2123005838
539,KENNEDY'S CHICKEN & SANDWICHES,BRONX,4180,WHITE PLAINS ROAD,10466,3478436001
540,MYTHOS RESTAURANT,QUEENS,19629,NORTHERN BOULEVARD,11358,7183576596
541,TOM'S DELICIOUS PIZZA,MANHATTAN,3161,BROADWAY,10027,2129322100
542,HOLY SCHNITZEL,BROOKLYN,819,AVENUE U,11223,7186274659
543,WOL HOE BONG,QUEENS,16210,CROCHERON AVE,11358,7183583333
544,DONA ZITA MEXICAN FOOD,BROOKLYN,1221,BOWERY ST,11224,3475899396
545,MIDWAY BAR,BROOKLYN,272,GRAND STREET,11211,7185991969
546,16TH AVENUE GLATT,BROOKLYN,4619,16 AVENUE,11204,7188715254
547,DUNKIN' DONUTS,BROOKLYN,721,FLATBUSH AVENUE,11226,7189406864
548,CITY ISLAND YACHT CLUB,BRONX,63,PILOT STREET,10464,7188852487
549,MONKEY BAR,MANHATTAN,60,EAST   54 STREET,10022,2122881010
550,MANHATTAN COURTYARD,MANHATTAN,866,3 AVENUE,10022,2126441300
551,FRESH SUPER TACO PLUS INC,BROOKLYN,51-55,WILLOUGHBY STREET,11201,7182229351
552,ST JAMES GATE,MANHATTAN,441,AMSTERDAM AVENUE,10024,2123626202
553,THE PONY BAR,MANHATTAN,1444,1 AVENUE,10021,2122880090
554,OCEAN SIDE RESTAURANT,QUEENS,12719,MERRICK BLVD,11434,7184135425
555,NOISETTE CAFE,QUEENS,2421,STEINWAY STREET,11103,7184406450
556,WEBSTER CAFE,BRONX,2873,WEBSTER AVENUE,10458,7187339634
557,EMPIRE EAST,STATEN ISLAND,2740,HYLAN BOULEVARD,10306,7189871111
558,DUNKIN DONUTS,QUEENS,3776,JUNCTION BLVD,11368,3478088425
559,TONY'S FAMOUS PIZZA,BROOKLYN,3145,FULTON STREET,11208,7188271994
560,NEW APOLO RESTAURANT,BROOKLYN,1477,MYRTLE AVE,11237,7184838288
561,PROSPECT,BROOKLYN,545,5 AVENUE,11215,3475991087
562,MANNY'S,BROOKLYN,212,PATCHEN AVE,11233,7184839868
563,KUM KAU KITCHEN,BROOKLYN,463,MYRTLE AVENUE,11205,7186381850
564,GOLDEN HOUSE RESTAURANT,QUEENS,10504,LIBERTY AVE,11417,7186595909
565,IGGY'S PIZZERIA,MANHATTAN,173,1 AVENUE,10003,2123533331
566,MOMOCHAI,QUEENS,5716,WOODSIDE AVE,11377,7186667398
567,SUBWAY,MANHATTAN,229,CHRYSTIE STREET,10002,6468959627
568,FAMILY PIZZA,BROOKLYN,720,FLATBUSH AVENUE,11225,7184620639
569,"HUMRO BHIM'S CAFE,",QUEENS,7410,37 ROAD,11372,7184580917
570,VIVI BUBBLE TEA,MANHATTAN,205,ALLEN ST,10014,6264665027
571,GOLDEN EAGLE RESTAURANT,BRONX,97579,MORRIS PARK AVENUE,10462,7188634028
572,PANADERIA LA MIXTECA POBLANA & DELI,STATEN ISLAND,104,VICTORY BOULEVARD,10301,7187201221
573,DON ALEX RESTAURANT,QUEENS,8410,37 AVENUE,11372,7184240233
574,CAFE HIMALAYA,MANHATTAN,78,EAST    1 STREET,10009,2123580160
575,KING'S ARMS RESTAURANT,STATEN ISLAND,500,FOREST AVENUE,10310,7184480326
576,POP'S RESTAURANT,BROOKLYN,1511,NEPTUNE AVENUE,11224,7183332880
577,SABAY THAI,QUEENS,7519,BROADWAY,11373,7184247916
578,UNION HALL,BROOKLYN,702,UNION STREET,11215,7186384400
579,NEW SANTANA DELI & RESTAURANT,BROOKLYN,187,IRVING AVE,11237,9292100860
580,HEY HEY CANTEEN,BROOKLYN,400,4TH AVE,11215,2128107398
581,CHALAIT,MANHATTAN,75,9TH AVE,10011,2032526859
582,CAFE CHAMPIGNON,MANHATTAN,200,7 AVENUE,10011,2123664410
583,ROSENS CAFE,MANHATTAN,2,BROADWAY,10004,2127859822
584,LECHONERA EL SAZON CRIOLLO,BRONX,682A,CASTLE HILL AVENUE,10473,3478109018
585,NHA MINH,BROOKLYN,485,MORGAN AVE,11222,7183877848
586,TENZAN,MANHATTAN,988990,2 AVENUE,10022,2129805900
587,ALADDIN HOOKAH LOUNGE & BAR INC,QUEENS,10908,LIBERTY AVE,11419,7188802692
588,CAFE 11,MANHATTAN,11,BROADWAY,10004,2124252233
589,PELHAM CAFE,BRONX,2145,CRUGER AVE,10462,3472819554
590,THREE OF CUPS,MANHATTAN,83,1 AVENUE,10003,2123880059
591,WOK N ROLL KITCHEN,BROOKLYN,1821,CHURCH AVENUE,11226,7182821188
592,BOULEVARD BISTRO,MANHATTAN,239,LENOX AVENUE,10027,2126786200
593,HUGHES TAVERN,MANHATTAN,1682,1 AVENUE,10128,6462587638
594,PATISSERIE,MANHATTAN,225,LIBERTY ST,10281,2129818500
595,ARMANDO'S POLLO RICO RESTAURANT,QUEENS,11002,JAMAICA AVENUE,11418,7184418441
596,MOTORINO,MANHATTAN,510,COLUMBUS AVE,10024,9176757581
597,DRAM SHOP,BROOKLYN,339,9 STREET,11215,7187881444
598,DANIEL'S BAGEL,MANHATTAN,569,THIRD AVENUE,10016,2129729733
599,BLUE MARBLE ICE CREAM,BROOKLYN,186,UNDERHILL AVENUE,11238,7183996926
600,PACINI'S PIZZERIA,STATEN ISLAND,1650,RICHMOND AVENUE,10314,7185683000
601,CRISPY & TASTY,QUEENS,8769,PARSONS BLVD,11432,7187393180
602,KETCH BREWHOUSE,MANHATTAN,6,PLATT ST,10038,2122739296
603,APPLEBEE'S,STATEN ISLAND,2655,RICHMOND AVENUE,10314,7183703761
604,BIG DADDY CARIBBEAN TASTE,BRONX,4406,WHITE PLAINS ROAD,10470,7183252381
605,GASTRO TECA ASTORIA,QUEENS,3302,34TH AVE,11106,7187299080
606,TASTY DUMPLING,MANHATTAN,42,MULBERRY ST,10013,2123490070
607,JUST LORRAINE'S PLACE,MANHATTAN,2247,ADAM CLAYTON POWELL BOULEVARD,10027,2122340720
608,ASHLEY'S FINE FOODS,MANHATTAN,514,LEXINGTON AVE,10017,2123210019
609,SUSHI SEN-NIN,MANHATTAN,30,EAST   33 STREET,10016,2128892208
610,CITY CINEMAS 123,MANHATTAN,1001,3 AVENUE,10022,2128329054
611,ARMANDO'S POLLO RICO RESTAURANT,QUEENS,11002,JAMAICA AVENUE,11418,7184418441
612,JACKSON BAGEL,QUEENS,8530,37TH AVE,11372,7186852542
613,KOS KAFFE,BROOKLYN,251,5 AVENUE,11215,7187686868
614,ODA HOUSE RESTAURANT,MANHATTAN,76,AVENUE B,10009,2123533838
615,NEW KIM TUONG RESTAURANT,MANHATTAN,83,CHRYSTIE STREET,10002,2129662878
616,SAFFRON,QUEENS,4404,BROADWAY,11103,7182556310
617,THE CORNER COFFEE SHOP,QUEENS,5401,99 STREET,11368,7186997626
618,CAFE ARTE,MANHATTAN,20,PINE ST,10005,2122698500
619,FRESH 2 GO DELI,MANHATTAN,607,9TH AVE,10036,3473711337
620,LE PAIN QUOTIDIEN,MANHATTAN,252,EAST   77 STREET,10075,2122498600
621,EAST MING DRAGON,QUEENS,16560,BAISLEY BOULEVARD,11434,7187230778
622,US KENNEDY FRIED CHICKEN & PIZZA,BRONX,3738,3RD AVE,10456,7188370989
623,JIM BYRNE WEE PUB,QUEENS,9301,95 AVENUE,11416,7188459892
624,WORLD MARKET,QUEENS,0,LAGUARDIA AIRPORT,11369,7186566210
625,PASTORA RESTAURANT PIZZERIA,BRONX,967,E 167TH ST,10459,7188421700
626,AKI SUSHI,MANHATTAN,1531,YORK AVE,10028,9177709928
627,VIDALI'S PIZZA,QUEENS,3106,21 STREET,11106,7186062068
628,JERUSALEM PIZZA,BROOKLYN,1424,AVENUE M,11230,7186454753
629,WILLIAMS & BAILEY,BROOKLYN,507,GRAND STREET,11211,7187823500
630,LAS TIAS BAKERY,QUEENS,7401,METROPOLITAN AVENUE,11379,7184163888
631,THE ONENESS FOUNTAIN HEART,QUEENS,15719,72 AVENUE,11367,7185913663
632,561 EL BARRIO RESTAURANT,BRONX,561,SOUTHERN BLVD,10455,7184014655
633,GRAND 1 BAKERY,MANHATTAN,295,GRAND STREET,10002,2123346968
634,BUENOS AIRES TANGO,QUEENS,11108,QUEENS BOULEVARD,11375,7185206488
635,SUSHI DAMO,MANHATTAN,330,WEST   58 STREET,10019,2127078609
636,LA NUIT,MANHATTAN,1134,1 AVENUE,10065,6464540499
637,DUNKIN' DONUTS,STATEN ISLAND,1351,FOREST AVENUE,10302,7184477857
638,ARGO TEA CAFE,MANHATTAN,949,BROADWAY,10010,6467557262
639,AUTOMATIC SLIMS,MANHATTAN,733,WASHINGTON STREET,10014,2126458660
640,JOE'S PIZZA,BROOKLYN,483,5 AVENUE,11215,7183692634
641,PEACHWAVE FROZEN YOGURT,BRONX,602,E 187TH ST,10458,3472705883
642,LUCKY DOG,BROOKLYN,303,BEDFORD AVENUE,11211,3472944971
643,TWO-BITS RETRO ARCADE,MANHATTAN,153,ESSEX STREET,10002,2124778161
644,KRAVE IT,QUEENS,4015,BELL BLVD,11361,3478368713
645,G-KNOWS CHEESESTEAKS,STATEN ISLAND,1310,FOREST AVE,10302,7182739045
646,FRESH & CO.,MANHATTAN,58,E 8TH ST,10003,2124737374
647,SPACE BILLARD,MANHATTAN,34,W 32ND ST,10001,2122394166
648,BIRCH,MANHATTAN,750,COLUMBUS AVE,10025,2126861444
649,PAPILLON BISTRO & BAR,MANHATTAN,22,EAST   54 STREET,10022,2127549006
